player,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,BB,IBB,HBP,SO,GDP,AVG,SLG,OBP,team,year
畠 世周,12,25,19,1,1,0,0,0,1,1,0,0,6,0,0,0,0,11,0,0.053,0.053,0.053,巨人,2020
増田 大輝,74,48,37,30,11,2,0,0,13,2,23,8,0,0,11,0,0,12,1,0.297,0.351,0.458,巨人,2020
松原 聖弥,86,313,278,42,73,11,5,3,103,19,12,2,4,2,29,0,0,71,4,0.263,0.371,0.33,巨人,2020
丸 佳浩,120,491,423,63,120,31,1,27,234,77,8,4,3,2,63,4,0,101,3,0.284,0.553,0.375,巨人,2020
メルセデス,11,22,19,0,2,0,0,0,2,0,0,0,3,0,0,0,0,8,0,0.105,0.105,0.105,巨人,2020
モタ,9,11,9,3,2,0,0,1,5,4,1,0,0,0,2,0,0,3,0,0.222,0.556,0.364,巨人,2020
湯浅 大,13,9,7,3,0,0,0,0,0,0,2,0,1,0,1,0,0,3,0,0.0,0.0,0.125,巨人,2020
陽 岱鋼,38,77,63,12,15,1,0,1,19,6,1,0,0,2,9,1,3,21,1,0.238,0.302,0.351,巨人,2020
横川 凱,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,巨人,2020
吉川 大幾,30,12,10,1,1,0,0,0,1,0,2,1,1,0,1,0,0,2,0,0.1,0.1,0.182,巨人,2020
吉川 尚輝,112,389,354,47,97,16,2,8,141,32,11,3,2,0,30,4,3,60,6,0.274,0.398,0.336,巨人,2020
若林 晃弘,76,159,146,22,36,6,1,2,50,14,2,4,3,1,8,0,1,32,6,0.247,0.342,0.288,巨人,2020
青木 宣親,107,425,357,64,113,30,1,18,199,51,2,1,0,1,62,2,5,51,6,0.317,0.557,0.424,ヤクルト,2020
荒木 貴裕,63,84,73,10,12,1,1,1,18,7,0,0,3,1,6,1,1,18,3,0.164,0.247,0.235,ヤクルト,2020
イノーア,9,6,5,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0.0,0.0,0.0,ヤクルト,2020
石川 雅規,15,27,24,0,1,0,0,0,1,0,0,0,2,0,1,0,0,9,0,0.042,0.042,0.08,ヤクルト,2020
井野 卓,32,22,19,1,2,0,1,0,4,4,0,0,2,0,1,0,0,6,1,0.105,0.211,0.15,ヤクルト,2020
上田 剛史,53,61,56,13,7,1,0,0,8,2,5,0,2,1,2,0,0,15,3,0.125,0.143,0.153,ヤクルト,2020
エスコバー,104,402,377,27,103,14,2,1,124,30,6,7,1,2,13,6,9,52,9,0.273,0.329,0.312,ヤクルト,2020
太田 賢吾,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,ヤクルト,2020
大西 広樹,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,ヤクルト,2020
小川 泰弘,20,47,38,1,5,0,0,0,5,2,0,0,6,0,3,0,0,16,0,0.132,0.132,0.195,ヤクルト,2020
風張 蓮,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,ヤクルト,2020
金久保 優斗,3,4,4,0,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0.25,0.5,0.25,ヤクルト,2020
川端 慎吾,39,42,39,3,5,0,0,0,5,2,0,0,0,0,3,0,0,4,1,0.128,0.128,0.19,ヤクルト,2020
クック,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,ヤクルト,2020
古賀 優大,27,46,42,0,2,0,0,0,2,1,0,0,1,1,0,0,2,4,4,0.048,0.048,0.089,ヤクルト,2020
歳内 宏明,7,12,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0.083,0.083,0.083,ヤクルト,2020
坂口 智隆,114,458,398,55,98,14,1,9,141,36,4,5,3,3,47,1,7,60,8,0.246,0.354,0.334,ヤクルト,2020
塩見 泰隆,43,179,154,20,43,4,2,8,75,21,13,2,3,0,17,0,5,44,4,0.279,0.487,0.369,ヤクルト,2020
嶋 基宏,20,45,41,2,4,2,0,0,6,4,0,0,1,0,3,0,0,19,1,0.098,0.146,0.159,ヤクルト,2020
スアレス,12,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0.0,0.0,0.0,ヤクルト,2020
高梨 裕稔,18,32,29,1,6,0,0,0,6,0,0,1,2,0,1,0,0,14,0,0.207,0.207,0.233,ヤクルト,2020
高橋 奎二,10,17,15,0,1,0,0,0,1,0,0,0,0,0,2,0,0,8,0,0.067,0.067,0.176,ヤクルト,2020
武岡 龍世,5,12,9,0,3,0,0,0,3,0,0,0,1,0,2,0,0,3,0,0.333,0.333,0.455,ヤクルト,2020
田代 将太郎,46,53,47,5,7,1,1,0,10,2,1,1,1,0,5,0,0,16,0,0.149,0.213,0.231,ヤクルト,2020
寺島 成輝,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,ヤクルト,2020
長岡 秀樹,6,13,12,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3,1,0.083,0.083,0.083,ヤクルト,2020
中村 悠平,29,92,80,10,14,2,0,0,16,3,0,1,2,1,9,0,0,14,2,0.175,0.2,0.256,ヤクルト,2020
中山 翔太,29,53,48,4,11,1,0,4,24,8,0,0,0,1,3,0,1,19,2,0.229,0.5,0.283,ヤクルト,2020
西浦 直亨,101,310,286,24,70,10,0,10,110,43,4,2,4,2,16,3,2,74,11,0.245,0.385,0.288,ヤクルト,2020
西田 明央,69,215,190,20,44,5,0,7,70,20,0,1,1,1,20,2,3,48,4,0.232,0.368,0.313,ヤクルト,2020
濱田 太貴,33,105,100,7,20,4,0,3,33,7,0,0,0,0,5,0,0,30,1,0.2,0.33,0.238,ヤクルト,2020
原 樹理,5,4,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0,0.0,0.333,ヤクルト,2020
廣岡 大志,87,142,121,15,26,4,0,8,54,15,4,0,3,2,16,0,0,43,4,0.215,0.446,0.302,ヤクルト,2020
藤井 亮太,10,20,18,1,5,0,0,0,5,0,0,0,1,0,1,0,0,3,0,0.278,0.278,0.316,ヤクルト,2020
星 知弥,36,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.5,0.5,0.5,ヤクルト,2020
松本 直樹,6,14,13,0,3,0,0,0,3,0,0,0,0,0,1,0,0,3,0,0.231,0.231,0.286,ヤクルト,2020
松本 友,9,11,10,2,2,1,0,0,3,0,0,0,0,0,1,0,0,3,1,0.2,0.3,0.273,ヤクルト,2020
宮本 丈,94,171,146,16,40,8,0,2,54,12,3,1,5,0,18,0,2,23,3,0.274,0.37,0.361,ヤクルト,2020
村上 宗隆,120,515,424,70,130,30,2,28,248,86,11,5,0,1,87,12,3,115,8,0.307,0.585,0.427,ヤクルト,2020
山崎 晃大朗,109,323,282,29,69,6,1,3,86,23,8,9,7,2,31,0,1,70,5,0.245,0.305,0.32,ヤクルト,2020
山田 哲人,94,384,334,52,85,17,1,12,140,52,8,4,0,2,48,3,0,83,6,0.254,0.419,0.346,ヤクルト,2020
山田 大樹,2,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.5,0.5,0.5,ヤクルト,2020
山中 浩史,6,11,10,2,1,1,0,0,2,2,0,0,0,0,1,0,0,5,0,0.1,0.2,0.182,ヤクルト,2020
雄平,43,113,103,6,23,4,0,0,27,9,3,0,0,3,6,0,1,23,2,0.223,0.262,0.265,ヤクルト,2020
吉田 大喜,14,22,19,1,3,1,0,0,4,4,0,0,2,1,0,0,0,7,0,0.158,0.211,0.15,ヤクルト,2020
吉田 大成,8,11,9,0,1,1,0,0,2,1,0,0,1,0,1,0,0,2,1,0.111,0.222,0.2,ヤクルト,2020
渡邉 大樹,33,12,11,7,3,0,0,0,3,0,2,2,0,0,1,0,0,3,0,0.273,0.273,0.333,ヤクルト,2020
青柳 晃洋,21,39,31,1,1,0,0,0,1,0,0,0,7,0,1,0,0,19,0,0.032,0.032,0.063,阪神,2020
秋山 拓巳,18,46,38,3,5,2,0,0,7,1,0,0,6,0,2,0,0,23,0,0.132,0.184,0.175,阪神,2020
荒木 郁也,16,11,11,2,1,0,0,0,1,0,2,1,0,0,0,0,0,4,0,0.091,0.091,0.091,阪神,2020
板山 祐太郎,5,14,12,1,2,0,0,0,2,0,1,0,0,0,2,0,0,3,0,0.167,0.167,0.286,阪神,2020
糸井 嘉男,86,311,269,25,72,16,1,2,96,28,2,1,0,1,38,0,3,50,5,0.268,0.357,0.363,阪神,2020
糸原 健斗,63,244,218,32,64,5,2,3,82,20,1,2,3,1,19,0,3,33,3,0.294,0.376,0.357,阪神,2020
井上 広大,6,11,11,0,1,1,0,0,2,1,0,0,0,0,0,0,0,5,0,0.091,0.182,0.091,阪神,2020
岩崎 優,41,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,阪神,2020
岩貞 祐太,38,15,13,0,2,0,0,0,2,0,0,0,2,0,0,0,0,8,0,0.154,0.154,0.154,阪神,2020
岩田 稔,5,7,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0.0,0.0,0.0,阪神,2020
植田 海,74,83,59,16,9,2,0,0,11,3,9,4,6,0,14,1,4,22,0,0.153,0.186,0.351,阪神,2020
上本 博紀,25,51,41,2,7,3,0,0,10,4,2,2,5,1,4,0,0,11,2,0.171,0.244,0.239,阪神,2020
梅野 隆太郎,98,342,298,36,78,17,0,7,116,29,5,1,9,2,33,1,0,77,9,0.262,0.389,0.333,阪神,2020
江越 大賀,45,13,10,11,0,0,0,0,0,1,3,1,0,1,2,0,0,6,0,0.0,0.0,0.154,阪神,2020
大山 悠輔,116,471,423,66,122,21,5,28,237,85,1,3,1,1,41,6,5,96,15,0.288,0.56,0.357,阪神,2020
小幡 竜平,54,134,127,15,28,1,2,0,33,7,3,1,1,0,5,1,1,37,1,0.22,0.26,0.256,阪神,2020
ガルシア,14,23,22,0,2,0,0,0,2,0,0,0,1,0,0,0,0,8,0,0.091,0.091,0.091,阪神,2020
ガンケル,28,13,11,0,3,1,0,0,4,0,0,0,1,0,0,0,1,5,0,0.273,0.364,0.333,阪神,2020
木浪 聖也,92,334,297,42,74,20,1,3,105,25,2,1,8,3,24,3,2,54,1,0.249,0.354,0.307,阪神,2020
熊谷 敬宥,38,17,16,6,5,2,0,0,7,3,3,2,0,0,1,0,0,5,0,0.313,0.438,0.353,阪神,2020
サンズ,110,443,377,47,97,16,0,19,170,64,2,1,0,2,61,2,3,106,11,0.257,0.451,0.363,阪神,2020
齋藤 友貴哉,5,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,阪神,2020
坂本 誠志郎,38,95,75,5,16,4,0,0,20,4,1,1,7,0,13,0,0,20,1,0.213,0.267,0.33,阪神,2020
島田 海吏,43,21,17,4,3,0,0,0,3,1,3,0,1,0,2,1,1,4,0,0.176,0.176,0.3,阪神,2020
俊介,9,8,8,0,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0.125,0.125,0.125,阪神,2020
髙橋 遥人,12,24,23,2,3,0,0,0,3,1,0,0,1,0,0,0,0,8,0,0.13,0.13,0.13,阪神,2020
髙山 俊,42,52,46,6,7,3,0,0,10,3,1,0,1,1,3,0,1,10,0,0.152,0.217,0.216,阪神,2020
近本 光司,120,519,474,81,139,21,5,9,197,45,31,8,7,1,30,2,7,61,4,0.293,0.416,0.344,阪神,2020
長坂 拳弥,5,5,5,1,2,0,0,1,5,2,1,0,0,0,0,0,0,3,0,0.4,1.0,0.4,阪神,2020
中田 賢一,3,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.5,0.5,0.5,阪神,2020
中谷 将大,70,87,79,10,17,1,0,2,24,16,1,0,1,1,5,0,1,27,0,0.215,0.304,0.267,阪神,2020
西 勇輝,21,56,46,5,5,2,0,1,10,7,0,0,9,0,1,0,0,16,0,0.109,0.217,0.128,阪神,2020
能見 篤史,34,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,阪神,2020
原口 文仁,48,78,72,5,20,3,0,3,32,19,0,0,0,0,5,1,1,16,2,0.278,0.444,0.333,阪神,2020
福留 孝介,43,92,78,3,12,2,0,1,17,12,0,0,0,3,11,0,0,31,4,0.154,0.218,0.25,阪神,2020
藤浪 晋太郎,24,19,16,1,1,0,0,0,1,1,0,0,3,0,0,0,0,11,0,0.063,0.063,0.063,阪神,2020
ボーア,99,379,329,27,80,8,0,17,139,45,1,1,0,2,45,5,3,88,13,0.243,0.422,0.338,阪神,2020
北條 史也,40,112,99,10,19,4,0,2,29,7,2,0,3,0,9,0,1,23,2,0.192,0.293,0.266,阪神,2020
マルテ,29,119,103,9,26,6,1,4,46,14,1,0,0,2,14,0,0,14,6,0.252,0.447,0.336,阪神,2020
陽川 尚将,71,182,158,19,39,6,0,8,69,24,2,2,2,1,15,2,6,42,4,0.247,0.437,0.333,阪神,2020
安達 了一,78,311,266,32,77,9,2,2,96,23,15,4,16,2,26,1,1,48,9,0.289,0.361,0.353,オリックス,2020
大下 誠一郎,32,104,88,10,19,6,0,2,31,9,0,1,2,1,8,0,5,15,3,0.216,0.352,0.314,オリックス,2020
大城 滉二,94,285,251,25,52,3,0,1,58,14,7,3,11,0,20,0,3,51,4,0.207,0.231,0.274,オリックス,2020
太田 椋,20,61,54,6,14,2,0,3,25,5,0,0,2,0,4,0,1,19,0,0.259,0.463,0.322,オリックス,2020
小田 裕也,87,94,88,19,21,3,2,1,31,7,4,2,3,0,2,0,1,23,1,0.239,0.352,0.264,オリックス,2020
勝俣 翔貴,5,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0.0,0.0,0.0,オリックス,2020
宜保 翔,10,18,17,0,2,1,0,0,3,2,0,0,1,0,0,0,0,7,0,0.118,0.176,0.118,オリックス,2020
紅林 弘太郎,5,18,17,1,4,0,0,0,4,2,0,0,0,0,1,0,0,4,1,0.235,0.235,0.278,オリックス,2020
小島 脩平,13,20,20,1,3,2,0,0,5,0,0,0,0,0,0,0,0,9,1,0.15,0.25,0.15,オリックス,2020
後藤 駿太,23,62,50,4,6,0,0,0,6,1,2,0,4,0,8,0,0,17,0,0.12,0.12,0.241,オリックス,2020
佐野 皓大,77,162,140,22,30,5,3,0,41,3,20,4,13,0,9,0,0,37,2,0.214,0.293,0.262,オリックス,2020
ジョーンズ,87,338,302,29,78,12,0,12,126,43,1,0,0,2,32,0,2,66,9,0.258,0.417,0.331,オリックス,2020
杉本 裕太郎,41,141,127,13,34,3,1,2,45,17,1,0,0,0,10,0,4,34,4,0.268,0.354,0.34,オリックス,2020
Ｔ－岡田,100,377,328,36,84,18,0,16,150,55,5,3,0,5,40,1,4,87,11,0.256,0.457,0.34,オリックス,2020
頓宮 裕真,12,35,32,5,10,3,0,2,19,5,0,0,0,0,3,0,0,11,0,0.313,0.594,0.371,オリックス,2020
中川 圭太,45,155,144,15,21,3,0,2,30,13,3,2,1,1,9,0,0,25,5,0.146,0.208,0.195,オリックス,2020
西浦 颯大,49,97,91,13,17,1,0,2,24,4,3,2,1,0,5,0,0,21,1,0.187,0.264,0.229,オリックス,2020
西野 真弘,23,77,69,10,17,3,0,0,20,3,0,0,3,0,5,0,0,10,1,0.246,0.29,0.297,オリックス,2020
西村 凌,29,76,62,7,10,2,0,1,15,3,2,2,5,0,9,0,0,12,0,0.161,0.242,0.268,オリックス,2020
廣澤 伸哉,23,22,19,2,3,0,0,0,3,0,0,0,3,0,0,0,0,7,0,0.158,0.158,0.158,オリックス,2020
福田 周平,76,312,260,33,67,12,4,0,87,24,13,5,3,3,43,0,3,44,5,0.258,0.335,0.366,オリックス,2020
伏見 寅威,71,198,189,14,49,7,2,6,78,23,0,0,2,1,6,0,0,35,4,0.259,0.413,0.281,オリックス,2020
松井 雅人,23,40,36,5,8,2,0,1,13,4,0,0,0,0,3,0,1,7,2,0.222,0.361,0.3,オリックス,2020
松井 佑介,29,53,53,2,11,2,1,0,15,2,0,0,0,0,0,0,0,12,1,0.208,0.283,0.208,オリックス,2020
宗 佑磨,72,203,182,16,41,10,1,1,56,9,5,5,5,0,10,0,6,32,2,0.225,0.308,0.288,オリックス,2020
モヤ,46,176,164,20,45,8,2,12,93,38,0,0,0,0,11,1,1,33,7,0.274,0.567,0.324,オリックス,2020
山足 達也,63,105,96,21,21,5,0,1,29,5,3,1,6,0,2,0,1,13,0,0.219,0.302,0.242,オリックス,2020
山崎 勝己,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,オリックス,2020
吉田 正尚,120,492,408,55,143,22,1,14,209,64,8,5,0,4,72,17,8,29,6,0.35,0.512,0.453,オリックス,2020
ロドリゲス,59,211,193,11,42,10,0,6,70,25,1,0,0,1,14,0,3,55,3,0.218,0.363,0.28,オリックス,2020
若月 健矢,75,215,192,14,46,12,0,3,67,19,2,0,8,1,9,0,5,40,4,0.24,0.349,0.29,オリックス,2020
浅村 栄斗,120,529,432,72,121,25,0,32,242,104,1,1,0,2,91,2,4,111,15,0.28,0.56,0.408,楽天,2020
足立 祐一,42,66,60,6,10,1,1,1,16,3,0,0,0,0,6,0,0,15,2,0.167,0.267,0.242,楽天,2020
石原 彪,18,24,23,1,4,1,0,0,5,1,0,0,1,0,0,0,0,13,0,0.174,0.217,0.174,楽天,2020
岩見 雅紀,16,38,37,2,8,1,1,1,14,4,0,0,0,0,1,0,0,11,2,0.216,0.378,0.237,楽天,2020
内田 靖人,38,109,93,9,16,3,0,5,34,18,1,0,0,1,14,0,1,31,5,0.172,0.366,0.284,楽天,2020
太田 光,67,164,130,17,26,10,0,2,42,16,0,1,11,3,18,0,2,38,2,0.2,0.323,0.301,楽天,2020
岡島 豪郎,35,85,75,10,15,6,1,0,23,9,0,0,2,0,8,0,0,26,2,0.2,0.307,0.277,楽天,2020
小郷 裕哉,58,129,105,23,31,3,0,4,46,12,8,2,3,1,19,0,1,34,0,0.295,0.438,0.405,楽天,2020
銀次,88,245,212,16,50,8,0,0,58,23,3,2,5,3,23,0,2,28,5,0.236,0.274,0.313,楽天,2020
黒川 史陽,10,17,14,0,2,0,0,0,2,2,0,0,0,1,1,0,1,6,1,0.143,0.143,0.235,楽天,2020
小深田 大翔,112,437,378,61,109,16,5,3,144,31,17,9,11,2,42,0,4,59,5,0.288,0.381,0.364,楽天,2020
島内 宏明,114,471,406,50,114,17,2,8,159,53,9,1,6,4,48,1,7,71,8,0.281,0.392,0.363,楽天,2020
下水流 昂,20,35,32,1,6,0,1,1,11,5,0,0,0,0,2,0,1,11,0,0.188,0.344,0.257,楽天,2020
下妻 貴寛,43,90,77,5,12,4,0,1,19,9,0,0,11,1,1,0,0,26,0,0.156,0.247,0.165,楽天,2020
鈴木 大地,120,546,478,71,141,27,1,4,182,55,1,3,12,3,46,0,7,58,18,0.295,0.381,0.363,楽天,2020
辰己 涼介,104,282,251,38,56,9,3,8,95,28,11,5,9,0,20,0,2,57,1,0.223,0.378,0.286,楽天,2020
田中 和基,80,282,254,38,61,10,1,8,97,25,6,2,3,1,23,0,1,76,2,0.24,0.382,0.305,楽天,2020
田中 貴也,9,18,15,5,6,0,0,1,9,4,0,0,2,0,1,0,0,7,0,0.4,0.6,0.438,楽天,2020
ブラッシュ,37,149,119,25,28,7,0,2,41,18,1,1,0,3,25,1,2,46,2,0.235,0.345,0.369,楽天,2020
藤田 一也,55,38,35,3,7,1,0,0,8,4,0,0,2,0,1,0,0,5,2,0.2,0.229,0.222,楽天,2020
堀内 謙伍,10,8,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0.0,0.0,0.0,楽天,2020
村林 一輝,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,楽天,2020
茂木 栄五郎,73,321,276,43,83,14,4,7,126,33,8,3,0,1,39,0,5,52,4,0.301,0.457,0.396,楽天,2020
山﨑 幹史,20,16,12,4,2,1,0,0,3,1,1,0,2,1,1,0,0,2,0,0.167,0.25,0.214,楽天,2020
山下 斐紹,8,8,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0.0,0.0,0.125,楽天,2020
ロメロ,103,404,356,46,97,19,2,24,192,63,0,0,0,2,38,5,8,108,8,0.272,0.539,0.354,楽天,2020
和田 恋,7,17,16,0,2,1,0,0,3,1,0,0,0,0,1,0,0,4,2,0.125,0.188,0.176,楽天,2020
渡辺 直人,1,4,4,1,2,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0.5,0.75,0.5,楽天,2020
渡邊 佳明,35,95,85,9,20,5,1,0,27,12,0,0,6,1,3,0,0,15,1,0.235,0.318,0.258,楽天,2020
淺間 大基,42,63,58,3,11,2,0,0,13,1,0,0,2,0,3,0,0,21,1,0.19,0.224,0.23,日本ハム,2020
石井 一成,59,104,95,9,17,4,1,0,23,3,1,1,5,1,3,0,0,13,1,0.179,0.242,0.202,日本ハム,2020
石川 亮,17,22,21,0,3,1,0,0,4,1,0,0,1,0,0,0,0,8,0,0.143,0.19,0.143,日本ハム,2020
宇佐見 真吾,80,187,169,10,30,1,0,3,40,15,0,1,9,1,8,0,0,45,5,0.178,0.237,0.213,日本ハム,2020
大田 泰示,115,481,455,57,125,16,1,14,185,68,3,3,0,0,25,1,1,105,11,0.275,0.407,0.314,日本ハム,2020
清宮 幸太郎,96,263,226,23,43,9,0,7,73,22,2,0,0,1,33,0,3,59,6,0.19,0.323,0.3,日本ハム,2020
郡 拓也,9,7,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0,0.0,0.143,日本ハム,2020
近藤 健介,108,467,371,56,126,31,1,5,174,60,4,0,0,5,89,3,2,72,6,0.34,0.469,0.465,日本ハム,2020
清水 優心,69,157,135,13,26,7,0,3,42,16,0,0,12,2,7,0,1,37,5,0.193,0.311,0.234,日本ハム,2020
杉谷 拳士,88,161,131,28,29,8,1,2,45,11,4,1,14,0,12,0,4,32,2,0.221,0.344,0.306,日本ハム,2020
髙濱 祐仁,10,23,19,4,6,0,0,0,6,0,0,0,2,0,2,0,0,6,0,0.316,0.316,0.381,日本ハム,2020
谷口 雄也,7,9,9,1,2,1,0,0,3,1,0,0,0,0,0,0,0,3,0,0.222,0.333,0.222,日本ハム,2020
田宮 裕涼,4,7,7,1,3,0,0,0,3,0,1,0,0,0,0,0,0,2,0,0.429,0.429,0.429,日本ハム,2020
鶴岡 慎也,18,17,17,0,5,0,0,0,5,2,0,0,0,0,0,0,0,2,0,0.294,0.294,0.294,日本ハム,2020
中島 卓也,88,191,159,22,32,5,0,0,37,8,11,2,10,0,22,0,0,36,1,0.201,0.233,0.298,日本ハム,2020
中田 翔,119,506,440,52,105,18,0,31,216,108,1,0,0,9,55,3,2,109,19,0.239,0.491,0.32,日本ハム,2020
西川 遥輝,115,523,422,82,129,17,3,5,167,39,42,7,4,3,92,1,2,84,5,0.306,0.396,0.43,日本ハム,2020
野村 佑希,21,76,74,8,19,3,2,3,35,18,0,0,0,0,1,0,1,17,1,0.257,0.473,0.276,日本ハム,2020
ビヤヌエバ,54,196,168,11,37,3,0,4,52,19,1,2,0,2,22,0,4,39,1,0.22,0.31,0.321,日本ハム,2020
樋口 龍之介,25,64,50,4,7,0,0,1,10,1,0,0,4,0,9,0,1,15,2,0.14,0.2,0.283,日本ハム,2020
平沼 翔太,52,180,158,18,36,6,2,0,46,6,1,2,6,0,12,0,4,24,5,0.228,0.291,0.299,日本ハム,2020
松本 剛,84,162,138,19,28,2,2,1,37,11,5,2,11,1,8,1,4,21,1,0.203,0.268,0.265,日本ハム,2020
谷内 亮太,50,18,16,3,5,0,0,0,5,3,0,0,0,1,1,0,0,3,0,0.313,0.313,0.333,日本ハム,2020
横尾 俊建,44,116,107,10,27,2,0,2,35,11,0,0,0,1,6,0,2,16,3,0.252,0.327,0.302,日本ハム,2020
渡邉 諒,117,465,414,49,117,13,4,6,156,39,4,2,5,3,43,0,0,81,9,0.283,0.377,0.348,日本ハム,2020
王 柏融,52,95,87,9,18,4,0,2,28,9,0,0,0,1,6,0,1,27,2,0.207,0.322,0.263,日本ハム,2020
明石 健志,63,172,154,20,39,9,1,2,56,17,4,2,5,1,12,0,0,32,1,0.253,0.364,0.305,ソフトバンク,2020
今宮 健太,43,177,164,30,44,7,2,6,73,22,2,0,5,3,5,1,0,22,2,0.268,0.445,0.285,ソフトバンク,2020
上林 誠知,69,178,160,17,29,4,1,6,53,20,8,2,2,1,11,0,4,39,1,0.181,0.331,0.25,ソフトバンク,2020
海野 隆司,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,ソフトバンク,2020
甲斐 拓也,104,360,289,44,61,15,0,11,109,33,4,4,22,3,43,0,3,80,7,0.211,0.377,0.317,ソフトバンク,2020
釜元 豪,32,29,26,5,5,0,0,0,5,2,3,0,0,0,3,0,0,10,1,0.192,0.192,0.276,ソフトバンク,2020
川島 慶三,59,162,137,21,36,4,0,4,52,9,0,4,2,0,19,0,4,17,2,0.263,0.38,0.369,ソフトバンク,2020
川瀬 晃,70,164,141,12,27,6,1,0,35,10,2,1,10,1,11,0,1,26,0,0.191,0.248,0.253,ソフトバンク,2020
グラシアル,69,276,256,30,71,12,0,10,113,35,2,0,0,1,16,2,3,62,2,0.277,0.441,0.326,ソフトバンク,2020
九鬼 隆平,5,5,4,2,1,0,0,1,4,1,0,0,0,0,1,0,0,2,0,0.25,1.0,0.4,ソフトバンク,2020
栗原 陵矢,118,500,440,52,107,21,3,17,185,73,5,5,11,6,38,0,5,90,7,0.243,0.42,0.307,ソフトバンク,2020
周東 佑京,103,346,307,48,83,8,7,1,108,27,50,6,11,2,24,0,2,79,2,0.27,0.352,0.325,ソフトバンク,2020
髙谷 裕亮,33,62,52,6,13,3,0,2,22,10,0,0,4,0,4,0,2,19,0,0.25,0.423,0.328,ソフトバンク,2020
デスパイネ,25,97,85,9,19,1,0,6,38,12,0,0,0,0,12,1,0,11,5,0.224,0.447,0.32,ソフトバンク,2020
中村 晃,100,413,362,43,98,13,2,6,133,50,0,0,3,6,39,0,3,47,4,0.271,0.367,0.341,ソフトバンク,2020
西田 哲朗,36,11,11,6,1,0,0,0,1,1,2,1,0,0,0,0,0,4,0,0.091,0.091,0.091,ソフトバンク,2020
バレンティン,60,218,191,16,32,7,0,9,66,22,0,1,0,2,25,1,0,59,8,0.168,0.346,0.261,ソフトバンク,2020
長谷川 勇也,29,87,76,6,17,5,0,1,25,7,0,0,0,0,10,0,1,18,2,0.224,0.329,0.322,ソフトバンク,2020
牧原 大成,77,180,170,25,41,7,2,1,55,8,6,1,4,2,3,0,1,25,2,0.241,0.324,0.256,ソフトバンク,2020
真砂 勇介,50,41,35,9,11,2,1,1,18,6,2,2,0,0,4,0,2,11,0,0.314,0.514,0.415,ソフトバンク,2020
松田 宣浩,116,431,395,36,90,16,3,13,151,46,1,0,0,3,32,0,1,76,2,0.228,0.382,0.285,ソフトバンク,2020
三森 大貴,24,46,43,4,7,2,0,0,9,2,1,1,1,0,1,0,1,17,0,0.163,0.209,0.2,ソフトバンク,2020
柳田 悠岐,119,515,427,90,146,23,5,29,266,86,7,2,0,3,84,8,1,103,2,0.342,0.623,0.449,ソフトバンク,2020
柳町 達,12,6,4,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0.25,0.25,0.4,ソフトバンク,2020
愛斗,7,14,13,0,2,0,0,0,2,3,0,0,0,1,0,0,0,5,2,0.154,0.154,0.143,西武,2020
